"segment","country","acquisition_channel","cohort_month","total_players","churned_players","active_players","churn_rate_pct","avg_days_before_churn"
"Low","Ireland","Affiliate","2024-07-01","7","5","2","71.43","66.4"
"Low","Ireland","Email","2024-07-01","4","3","1","75.00","84.7"
"Low","Ireland","Organic","2024-07-01","7","4","3","57.14","66.3"
"Low","Ireland","Paid Search","2024-07-01","7","6","1","85.71","111.2"
"Low","Ireland","Referral","2024-07-01","3","3","0","100.00","97.0"
"Low","Ireland","Social","2024-07-01","2","2","0","100.00","91.0"
"Low","Malta","Affiliate","2024-07-01","9","4","5","44.44","108.0"
"Low","Malta","Email","2024-07-01","4","0","4","0.00",NULL
"Low","Malta","Organic","2024-07-01","6","4","2","66.67","136.0"
"Low","Malta","Paid Search","2024-07-01","5","4","1","80.00","95.8"
"Low","Malta","Referral","2024-07-01","3","2","1","66.67","137.5"
"Low","Netherlands","Affiliate","2024-07-01","8","6","2","75.00","114.5"
"Low","Netherlands","Email","2024-07-01","5","2","3","40.00","73.5"
"Low","Netherlands","Organic","2024-07-01","7","5","2","71.43","110.6"
"Low","Netherlands","Paid Search","2024-07-01","5","4","1","80.00","59.0"
"Low","Netherlands","Referral","2024-07-01","1","1","0","100.00","34.0"
"Low","Netherlands","Social","2024-07-01","4","1","3","25.00","101.0"
"Low","New Zealand","Affiliate","2024-07-01","9","4","5","44.44","77.5"
"Low","New Zealand","Email","2024-07-01","2","1","1","50.00","160.0"
"Low","New Zealand","Organic","2024-07-01","5","2","3","40.00","134.5"
"Low","New Zealand","Paid Search","2024-07-01","7","4","3","57.14","85.5"
"Low","New Zealand","Referral","2024-07-01","1","1","0","100.00","138.0"
"Low","New Zealand","Social","2024-07-01","5","5","0","100.00","72.6"
"Low","Norway","Affiliate","2024-07-01","11","7","4","63.64","80.4"
"Low","Norway","Email","2024-07-01","4","1","3","25.00","54.0"
"Low","Norway","Organic","2024-07-01","8","4","4","50.00","123.5"
"Low","Norway","Paid Search","2024-07-01","10","6","4","60.00","94.8"
"Low","Norway","Referral","2024-07-01","1","1","0","100.00","31.0"
"Low","Norway","Social","2024-07-01","6","4","2","66.67","132.3"
"Low","Sweden","Affiliate","2024-07-01","23","16","7","69.57","77.6"
"Low","Sweden","Email","2024-07-01","12","3","9","25.00","79.3"
"Low","Sweden","Organic","2024-07-01","6","4","2","66.67","95.0"
"Low","Sweden","Paid Search","2024-07-01","11","9","2","81.82","61.4"
"Low","Sweden","Referral","2024-07-01","4","3","1","75.00","94.3"
"Low","Sweden","Social","2024-07-01","11","8","3","72.73","73.5"
"Low","UK","Affiliate","2024-07-01","37","26","11","70.27","98.2"
"Low","UK","Email","2024-07-01","10","8","2","80.00","95.8"
"Low","UK","Organic","2024-07-01","24","12","12","50.00","79.3"
"Low","UK","Paid Search","2024-07-01","17","15","2","88.24","95.3"
"Low","UK","Referral","2024-07-01","5","3","2","60.00","130.3"
"Low","UK","Social","2024-07-01","9","7","2","77.78","86.7"
"Mid","Australia","Affiliate","2024-07-01","18","8","10","44.44","114.4"
"Mid","Australia","Email","2024-07-01","6","3","3","50.00","105.0"
"Mid","Australia","Organic","2024-07-01","9","1","8","11.11","140.0"
"Mid","Australia","Paid Search","2024-07-01","17","7","10","41.18","108.3"
"Mid","Australia","Referral","2024-07-01","4","2","2","50.00","109.5"
"Mid","Australia","Social","2024-07-01","3","0","3","0.00",NULL
"Mid","Austria","Affiliate","2024-07-01","15","7","8","46.67","79.4"
"Mid","Austria","Email","2024-07-01","10","6","4","60.00","95.8"
"Mid","Austria","Organic","2024-07-01","7","2","5","28.57","59.0"
"Mid","Austria","Paid Search","2024-07-01","13","4","9","30.77","73.8"
"Mid","Austria","Social","2024-07-01","6","3","3","50.00","67.7"
"Mid","Canada","Affiliate","2024-07-01","21","10","11","47.62","106.1"
"Mid","Canada","Email","2024-07-01","6","2","4","33.33","57.0"
"Mid","Canada","Organic","2024-07-01","13","7","6","53.85","97.1"
"Mid","Canada","Paid Search","2024-07-01","17","7","10","41.18","110.9"
"Mid","Canada","Referral","2024-07-01","4","3","1","75.00","110.3"
"Mid","Canada","Social","2024-07-01","10","3","7","30.00","83.3"
"Mid","Finland","Affiliate","2024-07-01","24","12","12","50.00","94.1"
"Mid","Finland","Email","2024-07-01","9","3","6","33.33","122.0"
"Mid","Finland","Organic","2024-07-01","15","6","9","40.00","136.8"
"Mid","Finland","Paid Search","2024-07-01","13","7","6","53.85","93.9"
"Mid","Finland","Referral","2024-07-01","1","1","0","100.00","200.0"
"Mid","Finland","Social","2024-07-01","9","3","6","33.33","115.7"
"Mid","Germany","Affiliate","2024-07-01","54","21","33","38.89","102.2"
"Mid","Germany","Email","2024-07-01","12","6","6","50.00","114.3"
"Mid","Germany","Organic","2024-07-01","31","11","20","35.48","120.0"
"Mid","Germany","Paid Search","2024-07-01","36","21","15","58.33","118.1"
"Mid","Germany","Referral","2024-07-01","8","4","4","50.00","96.5"
"Mid","Germany","Social","2024-07-01","6","4","2","66.67","99.3"
"Mid","Ireland","Affiliate","2024-07-01","17","3","14","17.65","144.3"
"Mid","Ireland","Email","2024-07-01","5","1","4","20.00","35.0"
"Mid","Ireland","Organic","2024-07-01","7","2","5","28.57","99.0"
"Mid","Ireland","Paid Search","2024-07-01","15","8","7","53.33","115.3"
"Mid","Ireland","Referral","2024-07-01","3","2","1","66.67","62.0"
"Mid","Ireland","Social","2024-07-01","7","3","4","42.86","67.3"
"Mid","Malta","Affiliate","2024-07-01","10","5","5","50.00","103.6"
"Mid","Malta","Email","2024-07-01","5","2","3","40.00","74.0"
"Mid","Malta","Organic","2024-07-01","8","5","3","62.50","85.2"
"Mid","Malta","Paid Search","2024-07-01","9","4","5","44.44","131.0"
"Mid","Malta","Referral","2024-07-01","2","2","0","100.00","120.0"
"Mid","Malta","Social","2024-07-01","5","4","1","80.00","118.3"
"Mid","Netherlands","Affiliate","2024-07-01","15","6","9","40.00","118.7"
"Mid","Netherlands","Email","2024-07-01","6","1","5","16.67","46.0"
"Mid","Netherlands","Organic","2024-07-01","8","2","6","25.00","141.0"
"Mid","Netherlands","Paid Search","2024-07-01","9","2","7","22.22","94.0"
"Mid","Netherlands","Referral","2024-07-01","3","1","2","33.33","49.0"
"Mid","Netherlands","Social","2024-07-01","5","0","5","0.00",NULL
"Mid","New Zealand","Affiliate","2024-07-01","4","3","1","75.00","147.0"
"Mid","New Zealand","Email","2024-07-01","5","1","4","20.00","76.0"
"Mid","New Zealand","Organic","2024-07-01","9","5","4","55.56","101.6"
"Mid","New Zealand","Paid Search","2024-07-01","7","2","5","28.57","66.5"
"Mid","New Zealand","Referral","2024-07-01","2","0","2","0.00",NULL
"Mid","Norway","Affiliate","2024-07-01","13","4","9","30.77","62.8"
"Mid","Norway","Email","2024-07-01","5","2","3","40.00","102.5"
"Mid","Norway","Organic","2024-07-01","12","2","10","16.67","132.5"
"Mid","Norway","Paid Search","2024-07-01","14","3","11","21.43","121.3"
"Mid","Norway","Referral","2024-07-01","3","2","1","66.67","68.5"
"Mid","Norway","Social","2024-07-01","6","2","4","33.33","53.0"
"Mid","Sweden","Affiliate","2024-07-01","29","16","13","55.17","92.1"
"Mid","Sweden","Email","2024-07-01","9","6","3","66.67","100.0"
"Mid","Sweden","Organic","2024-07-01","12","4","8","33.33","118.0"
"Mid","Sweden","Paid Search","2024-07-01","14","3","11","21.43","123.0"
"Mid","Sweden","Referral","2024-07-01","8","4","4","50.00","118.8"
"Mid","Sweden","Social","2024-07-01","8","3","5","37.50","97.7"
"Mid","UK","Affiliate","2024-07-01","33","13","20","39.39","107.1"
"Mid","UK","Email","2024-07-01","18","9","9","50.00","82.1"
"Mid","UK","Organic","2024-07-01","24","11","13","45.83","90.8"
"Mid","UK","Paid Search","2024-07-01","31","14","17","45.16","102.4"
"Mid","UK","Referral","2024-07-01","9","5","4","55.56","87.8"
"Mid","UK","Social","2024-07-01","11","5","6","45.45","95.0"
"VIP","Australia","Affiliate","2024-07-01","2","0","2","0.00",NULL
"VIP","Australia","Organic","2024-07-01","1","0","1","0.00",NULL
"VIP","Australia","Paid Search","2024-07-01","2","2","0","100.00","108.5"
"VIP","Australia","Referral","2024-07-01","1","0","1","0.00",NULL
"VIP","Australia","Social","2024-07-01","1","0","1","0.00",NULL
"VIP","Austria","Affiliate","2024-07-01","2","0","2","0.00",NULL
"VIP","Austria","Email","2024-07-01","1","0","1","0.00",NULL
"VIP","Austria","Organic","2024-07-01","1","0","1","0.00",NULL
"VIP","Austria","Referral","2024-07-01","1","1","0","100.00","103.0"
"VIP","Austria","Social","2024-07-01","1","1","0","100.00","68.0"
"VIP","Canada","Affiliate","2024-07-01","6","2","4","33.33","124.0"
"VIP","Canada","Organic","2024-07-01","5","2","3","40.00","90.0"
"VIP","Canada","Paid Search","2024-07-01","4","0","4","0.00",NULL
"VIP","Canada","Referral","2024-07-01","2","0","2","0.00",NULL
"VIP","Finland","Affiliate","2024-07-01","2","1","1","50.00","132.0"
"VIP","Finland","Organic","2024-07-01","1","0","1","0.00",NULL
"VIP","Finland","Paid Search","2024-07-01","2","1","1","50.00","175.0"
"VIP","Finland","Social","2024-07-01","2","0","2","0.00",NULL
"VIP","Germany","Affiliate","2024-07-01","3","1","2","33.33","85.0"
"VIP","Germany","Email","2024-07-01","2","1","1","50.00","60.0"
"VIP","Germany","Organic","2024-07-01","7","0","7","0.00",NULL
"VIP","Germany","Paid Search","2024-07-01","4","1","3","25.00","48.0"
"VIP","Germany","Referral","2024-07-01","3","0","3","0.00",NULL
"VIP","Germany","Social","2024-07-01","3","1","2","33.33","138.0"
"VIP","Ireland","Affiliate","2024-07-01","2","0","2","0.00",NULL
"VIP","Ireland","Organic","2024-07-01","1","0","1","0.00",NULL
"VIP","Ireland","Paid Search","2024-07-01","1","0","1","0.00",NULL
"VIP","Malta","Referral","2024-07-01","1","0","1","0.00",NULL
"VIP","Malta","Social","2024-07-01","1","0","1","0.00",NULL
"VIP","Netherlands","Social","2024-07-01","1","0","1","0.00",NULL
"VIP","New Zealand","Affiliate","2024-07-01","2","0","2","0.00",NULL
"VIP","New Zealand","Email","2024-07-01","1","0","1","0.00",NULL
"VIP","New Zealand","Referral","2024-07-01","1","0","1","0.00",NULL
"VIP","Norway","Affiliate","2024-07-01","4","0","4","0.00",NULL
"VIP","Norway","Organic","2024-07-01","2","0","2","0.00",NULL
"VIP","Norway","Paid Search","2024-07-01","1","0","1","0.00",NULL
"VIP","Norway","Referral","2024-07-01","2","0","2","0.00",NULL
"VIP","Norway","Social","2024-07-01","1","0","1","0.00",NULL
"VIP","Sweden","Affiliate","2024-07-01","3","0","3","0.00",NULL
"VIP","Sweden","Email","2024-07-01","1","0","1","0.00",NULL
"VIP","Sweden","Organic","2024-07-01","3","1","2","33.33","57.0"
"VIP","Sweden","Paid Search","2024-07-01","3","2","1","66.67","105.5"
"VIP","Sweden","Social","2024-07-01","1","0","1","0.00",NULL
"VIP","UK","Affiliate","2024-07-01","8","2","6","25.00","91.0"
"VIP","UK","Email","2024-07-01","1","0","1","0.00",NULL
"VIP","UK","Organic","2024-07-01","2","0","2","0.00",NULL
"VIP","UK","Paid Search","2024-07-01","3","1","2","33.33","163.0"
"Dormant","Australia","Affiliate","2024-08-01","7","7","0","100.00","55.7"
"Dormant","Australia","Email","2024-08-01","3","3","0","100.00","75.0"
"Dormant","Australia","Organic","2024-08-01","4","4","0","100.00","53.5"
"Dormant","Australia","Paid Search","2024-08-01","5","5","0","100.00","63.4"
"Dormant","Australia","Social","2024-08-01","3","3","0","100.00","50.3"
"Dormant","Austria","Affiliate","2024-08-01","4","4","0","100.00","65.8"
"Dormant","Austria","Email","2024-08-01","5","4","1","80.00","64.5"
"Dormant","Austria","Organic","2024-08-01","5","5","0","100.00","68.0"
"Dormant","Austria","Paid Search","2024-08-01","5","5","0","100.00","85.4"
"Dormant","Austria","Referral","2024-08-01","2","2","0","100.00","99.0"
"Dormant","Austria","Social","2024-08-01","3","3","0","100.00","47.3"
"Dormant","Canada","Affiliate","2024-08-01","7","6","1","85.71","61.5"
"Dormant","Canada","Email","2024-08-01","2","2","0","100.00","86.5"
"Dormant","Canada","Organic","2024-08-01","6","5","1","83.33","60.0"
"Dormant","Canada","Paid Search","2024-08-01","6","6","0","100.00","56.7"
"Dormant","Canada","Social","2024-08-01","3","3","0","100.00","65.3"
"Dormant","Finland","Affiliate","2024-08-01","12","12","0","100.00","79.5"
"Dormant","Finland","Email","2024-08-01","2","2","0","100.00","71.0"
"Dormant","Finland","Organic","2024-08-01","4","4","0","100.00","53.3"
"Dormant","Finland","Paid Search","2024-08-01","9","7","2","77.78","58.1"
"Dormant","Finland","Referral","2024-08-01","1","1","0","100.00","149.0"
"Dormant","Finland","Social","2024-08-01","6","4","2","66.67","66.3"
"Dormant","Germany","Affiliate","2024-08-01","20","18","2","90.00","69.8"
"Dormant","Germany","Email","2024-08-01","7","7","0","100.00","67.9"
"Dormant","Germany","Organic","2024-08-01","16","15","1","93.75","74.5"
"Dormant","Germany","Paid Search","2024-08-01","12","6","6","50.00","74.8"
"Dormant","Germany","Referral","2024-08-01","3","3","0","100.00","48.0"
"Dormant","Germany","Social","2024-08-01","7","7","0","100.00","53.0"
"Dormant","Ireland","Affiliate","2024-08-01","6","6","0","100.00","115.7"
"Dormant","Ireland","Email","2024-08-01","2","2","0","100.00","46.0"
"Dormant","Ireland","Organic","2024-08-01","2","2","0","100.00","87.5"
"Dormant","Ireland","Paid Search","2024-08-01","1","1","0","100.00","32.0"
"Dormant","Ireland","Referral","2024-08-01","1","1","0","100.00","69.0"
"Dormant","Ireland","Social","2024-08-01","1","1","0","100.00","55.0"
"Dormant","Malta","Affiliate","2024-08-01","5","5","0","100.00","66.2"
"Dormant","Malta","Email","2024-08-01","1","0","1","0.00",NULL
"Dormant","Malta","Organic","2024-08-01","3","3","0","100.00","65.0"
"Dormant","Malta","Paid Search","2024-08-01","4","3","1","75.00","68.3"
"Dormant","Netherlands","Affiliate","2024-08-01","7","5","2","71.43","74.2"
"Dormant","Netherlands","Email","2024-08-01","5","5","0","100.00","83.2"
"Dormant","Netherlands","Organic","2024-08-01","3","2","1","66.67","94.0"
"Dormant","Netherlands","Paid Search","2024-08-01","6","6","0","100.00","73.5"
"Dormant","New Zealand","Affiliate","2024-08-01","5","5","0","100.00","49.8"
"Dormant","New Zealand","Email","2024-08-01","2","2","0","100.00","54.5"
"Dormant","New Zealand","Organic","2024-08-01","9","6","3","66.67","58.5"
"Dormant","New Zealand","Paid Search","2024-08-01","6","5","1","83.33","54.6"
"Dormant","New Zealand","Referral","2024-08-01","1","1","0","100.00","57.0"
"Dormant","New Zealand","Social","2024-08-01","1","1","0","100.00","98.0"
"Dormant","Norway","Affiliate","2024-08-01","6","5","1","83.33","60.8"
"Dormant","Norway","Email","2024-08-01","3","3","0","100.00","95.0"
"Dormant","Norway","Organic","2024-08-01","2","2","0","100.00","80.5"
"Dormant","Norway","Paid Search","2024-08-01","6","5","1","83.33","77.6"
"Dormant","Norway","Referral","2024-08-01","2","2","0","100.00","99.0"
"Dormant","Norway","Social","2024-08-01","1","1","0","100.00","71.0"
"Dormant","Sweden","Affiliate","2024-08-01","10","6","4","60.00","51.3"
"Dormant","Sweden","Email","2024-08-01","4","4","0","100.00","100.8"
"Dormant","Sweden","Organic","2024-08-01","6","5","1","83.33","52.0"
"Dormant","Sweden","Paid Search","2024-08-01","10","10","0","100.00","70.1"
"Dormant","Sweden","Referral","2024-08-01","2","1","1","50.00","96.0"
"Dormant","Sweden","Social","2024-08-01","3","3","0","100.00","49.3"
"Dormant","UK","Affiliate","2024-08-01","17","16","1","94.12","80.3"
"Dormant","UK","Email","2024-08-01","7","6","1","85.71","76.8"
"Dormant","UK","Organic","2024-08-01","11","11","0","100.00","81.9"
"Dormant","UK","Paid Search","2024-08-01","11","10","1","90.91","66.9"
"Dormant","UK","Referral","2024-08-01","2","2","0","100.00","119.0"
"Dormant","UK","Social","2024-08-01","3","3","0","100.00","57.7"
"High","Australia","Affiliate","2024-08-01","7","1","6","14.29","92.0"
"High","Australia","Email","2024-08-01","2","0","2","0.00",NULL
"High","Australia","Organic","2024-08-01","9","3","6","33.33","72.7"
"High","Australia","Paid Search","2024-08-01","6","0","6","0.00",NULL
"High","Australia","Social","2024-08-01","2","0","2","0.00",NULL
"High","Austria","Affiliate","2024-08-01","9","2","7","22.22","106.0"
"High","Austria","Email","2024-08-01","3","0","3","0.00",NULL
"High","Austria","Organic","2024-08-01","7","1","6","14.29","121.0"
"High","Austria","Paid Search","2024-08-01","3","1","2","33.33","121.0"
"High","Austria","Referral","2024-08-01","3","0","3","0.00",NULL
"High","Canada","Affiliate","2024-08-01","5","1","4","20.00","35.0"
"High","Canada","Email","2024-08-01","4","0","4","0.00",NULL
"High","Canada","Organic","2024-08-01","4","0","4","0.00",NULL
"High","Canada","Paid Search","2024-08-01","5","3","2","60.00","113.0"
"High","Canada","Referral","2024-08-01","1","1","0","100.00","147.0"
"High","Canada","Social","2024-08-01","1","1","0","100.00","138.0"
"High","Finland","Affiliate","2024-08-01","8","3","5","37.50","83.7"
"High","Finland","Email","2024-08-01","5","1","4","20.00","83.0"
"High","Finland","Organic","2024-08-01","11","3","8","27.27","77.3"
"High","Finland","Paid Search","2024-08-01","4","0","4","0.00",NULL
"High","Finland","Referral","2024-08-01","2","1","1","50.00","144.0"
"High","Finland","Social","2024-08-01","1","1","0","100.00","106.0"
"High","Germany","Affiliate","2024-08-01","15","2","13","13.33","116.5"
"High","Germany","Email","2024-08-01","6","3","3","50.00","75.7"
"High","Germany","Organic","2024-08-01","10","4","6","40.00","70.8"
"High","Germany","Paid Search","2024-08-01","16","5","11","31.25","66.4"
"High","Germany","Referral","2024-08-01","2","1","1","50.00","131.0"
"High","Germany","Social","2024-08-01","2","0","2","0.00",NULL
"High","Ireland","Affiliate","2024-08-01","6","2","4","33.33","67.0"
"High","Ireland","Email","2024-08-01","5","1","4","20.00","43.0"
"High","Ireland","Organic","2024-08-01","1","0","1","0.00",NULL
"High","Ireland","Paid Search","2024-08-01","6","1","5","16.67","58.0"
"High","Ireland","Social","2024-08-01","3","0","3","0.00",NULL
"High","Malta","Affiliate","2024-08-01","1","0","1","0.00",NULL
"High","Malta","Email","2024-08-01","2","1","1","50.00","84.0"
"High","Malta","Organic","2024-08-01","3","1","2","33.33","57.0"
"High","Malta","Social","2024-08-01","2","0","2","0.00",NULL
"High","Netherlands","Affiliate","2024-08-01","5","1","4","20.00","48.0"
"High","Netherlands","Email","2024-08-01","5","0","5","0.00",NULL
